nu_ano_avaliacao,co_uf,co_municipio,tp_dependencia,id_aluno,id_escola,sg_uf,no_municipio,vl_proficiencia_lp,in_alfabetizado,in_presenca_lp,status_alfabetizacao,status_presenca_lp,tp_dependencia_desc,total_alunos,alunos_com_classificacao,media_proficiencia_lp,percentual_alfabetizados,percentual_nao_alfabetizados,total_alunos_ano_anterior,media_proficiencia_ano_anterior,percentual_alfabetizados_ano_anterior,percentual_nao_alfabetizados_ano_anterior,variacao_media_proficiencia,variacao_pontos_percentuais_alfabetizados,variacao_pontos_percentuais_nao_alfabetizados,variacao_total_alunos_percentual,tx_alfabetizacao_escola,vol_alunos_escola,in_alfabetizado_real,in_alfabetizado_pred,score_prob,cluster_risco
2024,22,2208403,3,22031792,60007151.0,PI,Piripiri,781.64,1,1,Alfabetizado,Presente,Municipal,728,728,745.91,54.81,45.19,,,,,,,,,0.3888888888888889,98,1,0,26.16,Alto
2024,35,3549805,3,35183040,60028642.0,SP,São José do Rio Preto,727.8385192,0,1,Não Alfabetizado,Presente,Municipal,3296,3296,746.9,57.01,42.99,,,,,,,,,0.6462585034013606,137,0,0,48.16,Medio
2025,35,3529401,2,35298728,60027053.0,SP,Mauá,591.09861,0,1,Não Alfabetizado,Presente,Estadual,3627,3627,754.86,70.91,29.09,3746.0,768.7,73.95,26.05,-13.84,-3.04,3.04,-3.18,0.6035087719298246,275,0,0,52.85,Medio
2025,26,2603454,3,26167264,60013001.0,PE,Camaragibe,793.8019598,1,1,Alfabetizado,Presente,Municipal,1045,1045,748.87,61.63,38.37,1192.0,739.11,58.05,41.95,9.76,3.58,-3.58,-12.33,0.5865384615384616,94,1,0,46.91,Medio
2025,33,3304201,3,33149211,60024571.0,RJ,Resende,761.5605,1,1,Alfabetizado,Presente,Municipal,984,984,758.47,72.56,27.44,983.0,754.51,72.74,27.26,3.96,-0.18,0.18,0.1,0.5555555555555556,161,1,0,49.69,Medio
2025,11,1100452,3,11102520,60000317.0,RO,Buritis,653.3486238,0,1,Não Alfabetizado,Presente,Municipal,448,448,761.49,76.12,23.88,438.0,753.41,72.37,27.63,8.08,3.75,-3.75,2.28,0.7327188940092166,207,0,1,64.32,Medio
2025,21,2105302,3,21368369,60006565.0,MA,Imperatriz,700.3292732,0,1,Não Alfabetizado,Presente,Municipal,2704,2704,748.73,60.28,39.72,2612.0,740.27,54.63,45.37,8.46,5.65,-5.65,3.52,0.58,90,0,0,46.59,Medio
2024,29,2933307,3,29264340,60016605.0,BA,Vitória da Conquista,811.93,1,1,Alfabetizado,Presente,Municipal,2826,2826,732.58,42.75,57.25,,,,,,,,,0.34523809523809523,74,1,0,19.52,Alto
2024,52,5201405,3,52016520,60041082.0,GO,Aparecida de Goiânia,708.99,0,1,Não Alfabetizado,Presente,Municipal,5449,5449,755.34,69.35,30.65,,,,,,,,,0.6134969325153374,153,0,0,47.37,Medio
2025,35,3550308,2,35452613,60032457.0,SP,São Paulo,689.15626,0,1,Não Alfabetizado,Presente,Estadual,50356,50356,744.04,60.81,39.19,52622.0,756.06,63.04,36.96,-12.02,-2.23,2.23,-4.31,0.5683760683760684,224,0,0,44.63,Alto
2025,35,3550308,2,35409856,60032132.0,SP,São Paulo,728.49952,0,1,Não Alfabetizado,Presente,Estadual,50356,50356,744.04,60.81,39.19,52622.0,756.06,63.04,36.96,-12.02,-2.23,2.23,-4.31,0.7264150943396226,96,0,1,62.06,Medio
2024,35,3550308,2,35394626,60025831.0,SP,São Paulo,709.7590364,0,1,Não Alfabetizado,Presente,Estadual,52622,52622,756.06,63.04,36.96,,,,,,,,,0.6348314606741573,168,0,0,50.94,Medio
2024,22,2211001,3,22008430,60006507.0,PI,Teresina,725.37,0,1,Não Alfabetizado,Presente,Municipal,6764,6764,751.13,57.57,42.43,,,,,,,,,0.5730337078651685,79,0,0,41.98,Alto
2025,26,2603702,3,26043925,60013673.0,PE,Canhotinho,724.8560708,0,1,Não Alfabetizado,Presente,Municipal,236,236,752.69,60.59,39.41,226.0,747.39,65.49,34.51,5.3,-4.9,4.9,4.42,0.4,75,0,0,29.0,Alto
2024,31,3132404,3,31024179,60018792.0,MG,Itajubá,764.74,1,1,Alfabetizado,Presente,Municipal,708,708,765.3,79.24,20.76,,,,,,,,,0.7468354430379747,69,1,1,65.52,Medio
2025,43,4305108,3,43021498,60037995.0,RS,Caxias do Sul,765.9610407,1,1,Alfabetizado,Presente,Municipal,2796,2796,737.52,53.61,46.39,2893.0,732.24,43.31,56.69,5.28,10.3,-10.3,-3.35,0.5454545454545454,78,1,0,41.98,Alto
2024,13,1302603,2,13048071,60000917.0,AM,Manaus,655.2,0,1,Não Alfabetizado,Presente,Estadual,4459,4459,740.75,56.9,43.1,,,,,,,,,0.5821917808219178,136,0,0,43.58,Alto
2025,13,1301506,3,13038222,60001319.0,AM,Envira,726.7215945,0,1,Não Alfabetizado,Presente,Municipal,107,107,747.65,60.75,39.25,138.0,710.62,20.29,79.71,37.03,40.46,-40.46,-22.46,0.5217391304347826,36,0,0,41.64,Alto
2025,35,3550308,2,35397196,60032464.0,SP,São Paulo,789.13235,1,1,Alfabetizado,Presente,Estadual,50356,50356,744.04,60.81,39.19,52622.0,756.06,63.04,36.96,-12.02,-2.23,2.23,-4.31,0.5422885572139303,191,1,0,44.1,Alto
2025,41,4115606,3,41171328,60033837.0,PR,Matelândia,760.2452063,1,1,Alfabetizado,Presente,Municipal,237,237,769.25,81.43,18.57,244.0,753.22,70.9,29.1,16.03,10.53,-10.53,-2.87,0.7428571428571429,60,1,1,74.25,Baixo
2024,35,3544103,2,35293949,60026105.0,SP,Rio Grande da Serra,654.3945966,0,1,Não Alfabetizado,Presente,Estadual,380,380,756.15,61.84,38.16,,,,,,,,,0.7323943661971831,61,0,1,63.22,Medio
2024,26,2610400,3,26054789,60013190.0,PE,Parnamirim,789.02,1,1,Alfabetizado,Presente,Municipal,175,175,740.61,59.43,40.57,,,,,,,,,0.5117647058823529,160,1,0,38.18,Alto
2025,35,3549904,3,35197666,60030833.0,SP,São José dos Campos,767.89756,1,1,Alfabetizado,Presente,Municipal,5505,5505,751.87,68.41,31.59,5609.0,758.35,64.81,35.19,-6.48,3.6,-3.6,-1.85,0.6685393258426966,168,1,1,56.79,Medio
2025,33,3304557,3,33075328,60025774.0,RJ,Rio de Janeiro,781.933811,1,1,Alfabetizado,Presente,Municipal,42955,42955,753.61,68.42,31.58,43340.0,747.64,64.25,35.75,5.97,4.17,-4.17,-0.89,0.4911660777385159,273,1,0,42.11,Alto
2024,21,2111300,3,21010810,60006099.0,MA,São Luís,729.59,0,1,Não Alfabetizado,Presente,Municipal,6198,6198,741.93,56.92,43.08,,,,,,,,,0.5657894736842105,66,0,0,41.23,Alto
2025,33,3304151,3,33123048,60024293.0,RJ,Quissamã,717.7843628,0,1,Não Alfabetizado,Presente,Municipal,284,284,761.84,76.41,23.59,262.0,754.33,70.61,29.39,7.51,5.8,-5.8,8.4,0.5714285714285714,81,0,1,56.29,Medio
2024,35,3513405,3,35067791,60027087.0,SP,Cruzeiro,671.39715,0,1,Não Alfabetizado,Presente,Municipal,451,451,746.39,56.32,43.68,,,,,,,,,0.5346534653465347,192,0,0,40.81,Alto
2024,42,4201406,2,42000235,60035358.0,SC,Araranguá,782.28,1,1,Alfabetizado,Presente,Estadual,389,389,749.19,60.67,39.33,,,,,,,,,0.7833333333333333,110,1,1,64.99,Medio
2024,33,3303401,3,33055276,60023432.0,RJ,Nova Friburgo,791.43,1,1,Alfabetizado,Presente,Municipal,1534,1534,749.79,68.97,31.03,,,,,,,,,0.8535353535353535,188,1,1,77.64,Baixo
2025,15,1505536,3,15080313,60003261.0,PA,Parauapebas,816.2298276,1,1,Alfabetizado,Presente,Municipal,3266,3266,741.3,58.88,41.12,2854.0,735.58,50.6,49.4,5.72,8.28,-8.28,14.44,0.6513157894736842,142,1,0,54.85,Medio
2025,33,3304557,3,33063889,60025670.0,RJ,Rio de Janeiro,730.3653928,0,1,Não Alfabetizado,Presente,Municipal,42955,42955,753.61,68.42,31.58,43340.0,747.64,64.25,35.75,5.97,4.17,-4.17,-0.89,0.4111111111111111,80,0,0,35.36,Alto
2025,15,1500404,3,15025779,60001752.0,PA,Alenquer,742.9533056,0,1,Não Alfabetizado,Presente,Municipal,958,958,726.4,42.38,57.62,725.0,720.68,35.31,64.69,5.72,7.07,-7.07,32.14,0.29545454545454547,34,0,0,15.12,Alto
2024,41,4104204,3,41075334,60033416.0,PR,Campo Largo,742.54,0,1,Não Alfabetizado,Presente,Municipal,1576,1576,754.34,69.42,30.58,,,,,,,,,0.6697247706422018,99,0,0,55.32,Medio
2024,52,5200258,3,52068822,60041743.0,GO,Águas Lindas de Goiás,782.93,1,1,Alfabetizado,Presente,Municipal,2979,2979,738.41,53.91,46.09,,,,,,,,,0.5029585798816568,159,1,0,37.92,Alto
2025,27,2704302,2,27035023,60014662.0,AL,Maceió,756.8629982,1,1,Alfabetizado,Presente,Estadual,1095,1095,731.02,48.77,51.23,1177.0,725.54,39.25,60.75,5.48,9.52,-9.52,-6.97,0.5405405405405406,64,1,0,42.61,Alto
2024,35,3504305,3,35022605,60028615.0,SP,Avaí,721.4594884,0,1,Não Alfabetizado,Presente,Municipal,44,44,759.01,63.64,36.36,,,,,,,,,0.5384615384615384,94,0,0,44.44,Alto
2025,23,2307304,3,23225170,60009350.0,CE,Juazeiro do Norte,805.8077689,1,1,Alfabetizado,Presente,Municipal,2290,2290,742.74,54.85,45.15,2361.0,750.61,59.59,40.41,-7.87,-4.74,4.74,-3.01,0.6571428571428571,95,1,0,50.92,Medio
2024,31,3141108,2,31039999,60021560.0,MG,Matozinhos,793.28,1,1,Alfabetizado,Presente,Estadual,108,108,761.51,76.85,23.15,,,,,,,,,0.7987421383647799,149,1,1,72.43,Baixo
2024,31,3169604,3,31119797,60020090.0,MG,Tupaciguara,800.99,1,1,Alfabetizado,Presente,Municipal,227,227,741.71,58.59,41.41,,,,,,,,,0.75,98,1,1,65.87,Medio
2024,32,3205200,3,32013371,60022680.0,ES,Vila Velha,772.62,1,1,Alfabetizado,Presente,Municipal,4241,4241,757.06,68.38,31.62,,,,,,,,,0.676056338028169,132,1,0,53.65,Medio
2025,23,2306405,3,23047107,60009579.0,CE,Itapipoca,766.2853188,1,1,Alfabetizado,Presente,Municipal,1499,1499,791.62,88.19,11.81,1451.0,797.38,89.18,10.82,-5.76,-0.99,0.99,3.31,0.7185929648241206,189,1,1,79.87,Baixo
2025,41,4100806,3,41221835,60035066.0,PR,Alvorada do Sul,818.2802006,1,1,Alfabetizado,Presente,Municipal,104,104,757.46,68.27,31.73,106.0,752.36,72.64,27.36,5.1,-4.37,4.37,-1.89,0.676056338028169,132,1,0,55.0,Medio
2025,35,3550308,3,35369562,60031552.0,SP,São Paulo,749.48401,1,1,Alfabetizado,Presente,Municipal,45120,45120,737.27,53.28,46.72,41751.0,739.28,48.47,51.53,-2.01,4.81,-4.81,8.07,0.435,190,1,0,30.19,Alto
2024,35,3548708,3,35322565,60030307.0,SP,São Bernardo do Campo,732.0275975,0,1,Não Alfabetizado,Presente,Municipal,6727,6727,744.54,54.3,45.7,,,,,,,,,0.45930232558139533,162,0,0,29.8,Alto
2025,27,2708600,3,27010596,60014723.0,AL,São Miguel dos Campos,769.1112992,1,1,Alfabetizado,Presente,Municipal,555,555,761.25,75.14,24.86,564.0,745.68,57.62,42.38,15.57,17.52,-17.52,-1.6,0.8044692737430168,169,1,1,72.31,Baixo
2025,35,3509502,2,35045697,60031891.0,SP,Campinas,751.69762,1,1,Alfabetizado,Presente,Estadual,7109,7109,750.8,66.44,33.56,7063.0,768.66,72.58,27.42,-17.86,-6.14,6.14,0.65,0.5352941176470588,160,1,0,45.17,Medio
2025,22,2203701,3,22004270,60006757.0,PI,Esperantina,797.1350132,1,1,Alfabetizado,Presente,Municipal,337,337,785.05,85.16,14.84,414.0,782.16,72.95,27.05,2.89,12.21,-12.21,-18.6,0.6986301369863014,63,1,1,66.63,Medio
2025,35,3549409,3,35185353,60026921.0,SP,São Joaquim da Barra,739.13332,0,1,Não Alfabetizado,Presente,Municipal,186,186,738.49,52.15,47.85,112.0,737.48,50.0,50.0,1.01,2.15,-2.15,66.07,0.5119047619047619,74,0,0,37.94,Alto
2025,35,3550308,3,35355059,60027026.0,SP,São Paulo,711.71411,0,1,Não Alfabetizado,Presente,Municipal,45120,45120,737.27,53.28,46.72,41751.0,739.28,48.47,51.53,-2.01,4.81,-4.81,8.07,0.4406779661016949,108,0,0,30.34,Alto
2025,41,4119509,3,41039303,60034671.0,PR,Piraquara,843.3299453,1,1,Alfabetizado,Presente,Municipal,1293,1293,752.19,68.6,31.4,1321.0,736.76,50.95,49.05,15.43,17.65,-17.65,-2.12,0.7131782945736435,119,1,1,61.9,Medio
2025,33,3300407,3,33144572,60024505.0,RJ,Barra Mansa,814.9495023,1,1,Alfabetizado,Presente,Municipal,1392,1392,752.04,68.32,31.68,1314.0,746.69,64.23,35.77,5.35,4.09,-4.09,5.94,0.7391304347826086,82,1,1,64.22,Medio
2024,21,2103752,3,21025350,60004907.0,MA,Davinópolis,682.2,0,1,Não Alfabetizado,Presente,Municipal,153,153,755.8,69.93,30.07,,,,,,,,,0.5576923076923077,42,0,0,42.24,Alto
2025,43,4310207,3,43044320,60038538.0,RS,Ijuí,731.74091,0,1,Não Alfabetizado,Presente,Municipal,504,504,749.98,70.04,29.96,476.0,753.37,61.97,38.03,-3.39,8.07,-8.07,5.88,0.7127659574468085,84,0,1,64.78,Medio
2024,35,3548906,3,35172788,60028061.0,SP,São Carlos,651.7405402,0,1,Não Alfabetizado,Presente,Municipal,978,978,742.06,51.02,48.98,,,,,,,,,0.5622641509433962,255,0,0,41.76,Alto
2024,35,3514403,3,35000369,60028382.0,SP,Dracena,821.514298,1,1,Alfabetizado,Presente,Municipal,327,327,755.72,62.69,37.31,,,,,,,,,0.616,115,1,0,47.68,Medio
2024,32,3203502,3,32031729,60022337.0,ES,Montanha,764.22,1,1,Alfabetizado,Presente,Municipal,220,220,768.06,80.45,19.55,,,,,,,,,0.7727272727272727,56,1,1,73.05,Baixo
2024,35,3547304,3,35307975,60028548.0,SP,Santana de Parnaíba,630.2069949,0,1,Não Alfabetizado,Presente,Municipal,1695,1695,751.19,60.65,39.35,,,,,,,,,0.5384615384615384,68,0,0,39.47,Alto
2025,41,4103602,3,41209839,60035365.0,PR,Cambará,801.1875997,1,1,Alfabetizado,Presente,Municipal,261,261,764.95,76.63,23.37,179.0,742.19,58.1,41.9,22.76,18.53,-18.53,45.81,0.5625,54,1,0,55.78,Medio
2024,51,5102678,3,51016887,60040470.0,MT,Campo Verde,814.31,1,1,Alfabetizado,Presente,Municipal,567,567,758.28,65.43,34.57,,,,,,,,,0.7727272727272727,100,1,1,66.58,Medio
2025,33,3301702,3,33086993,60025023.0,RJ,Duque de Caxias,754.06073,1,1,Alfabetizado,Presente,Municipal,6397,6397,734.01,47.68,52.32,6581.0,730.07,45.66,54.34,3.94,2.02,-2.02,-2.8,0.46078431372549017,92,1,0,32.33,Alto
2025,35,3549409,2,35185741,60027656.0,SP,São Joaquim da Barra,766.9241,1,1,Alfabetizado,Presente,Estadual,217,217,761.95,74.65,25.35,304.0,771.29,75.0,25.0,-9.34,-0.35,0.35,-28.62,0.6240601503759399,123,1,1,57.94,Medio
2025,23,2311603,3,23131322,60008395.0,CE,Redenção,728.843268,0,1,Não Alfabetizado,Presente,Municipal,362,362,772.8,76.8,23.2,318.0,807.65,92.45,7.55,-34.85,-15.65,15.65,13.84,0.7156862745098039,92,0,1,65.31,Medio
2024,15,1505437,3,15054270,60002674.0,PA,Ourilândia do Norte,736.14,0,1,Não Alfabetizado,Presente,Municipal,425,425,736.9,53.41,46.59,,,,,,,,,0.7073170731707317,72,0,1,59.16,Medio
2025,15,1500800,3,15102761,60003250.0,PA,Ananindeua,660.7787084,0,1,Não Alfabetizado,Presente,Municipal,3204,3204,742.47,58.55,41.45,3028.0,736.82,52.87,47.13,5.65,5.68,-5.68,5.81,0.3258426966292135,168,0,0,22.72,Alto
2024,35,3550308,2,35373349,60025841.0,SP,São Paulo,753.1809371,1,1,Alfabetizado,Presente,Estadual,52622,52622,756.06,63.04,36.96,,,,,,,,,0.6193181818181818,166,1,0,48.63,Medio
2025,43,4314407,3,43063614,60039010.0,RS,Pelotas,798.383745,1,1,Alfabetizado,Presente,Municipal,1367,1367,711.37,30.14,69.86,1230.0,729.05,39.35,60.65,-17.68,-9.21,9.21,11.14,0.54,40,1,0,35.02,Alto
2025,52,5205109,3,52052286,60043146.0,GO,Catalão,740.806407,0,1,Não Alfabetizado,Presente,Municipal,975,975,768.41,79.18,20.82,951.0,761.01,76.87,23.13,7.4,2.31,-2.31,2.52,0.8245614035087719,47,0,1,84.06,Baixo
2024,21,2104305,3,21022578,60004747.0,MA,Godofredo Viana,734.82,0,1,Não Alfabetizado,Presente,Municipal,158,158,767.69,87.97,12.03,,,,,,,,,0.6466165413533834,123,0,0,48.56,Medio
2024,35,3519071,3,35220736,60031125.0,SP,Hortolândia,739.0501673,0,1,Não Alfabetizado,Presente,Municipal,2413,2413,747.15,55.37,44.63,,,,,,,,,0.6945812807881774,193,0,0,55.66,Medio
2024,31,3152204,2,31110883,60019193.0,MG,Porteirinha,763.23,1,1,Alfabetizado,Presente,Estadual,250,250,762.19,72.8,27.2,,,,,,,,,0.7417218543046358,141,1,1,66.62,Medio
2025,41,4115705,3,41277306,60035366.0,PR,Matinhos,684.46362,0,1,Não Alfabetizado,Presente,Municipal,559,559,754.79,70.84,29.16,485.0,747.37,63.92,36.08,7.42,6.92,-6.92,15.26,0.7181208053691275,139,0,1,62.71,Medio
2025,29,2927408,3,29550960,60017931.0,BA,Salvador,688.8361762,0,1,Não Alfabetizado,Presente,Municipal,12264,12264,733.04,50.62,49.38,12112.0,725.82,36.75,63.25,7.22,13.87,-13.87,1.25,0.37662337662337664,67,0,0,28.4,Alto
2025,35,3534401,3,35315421,60031743.0,SP,Osasco,714.18366,0,1,Não Alfabetizado,Presente,Municipal,6573,6573,731.98,50.3,49.7,6664.0,737.43,49.19,50.81,-5.45,1.11,-1.11,-1.37,0.5732484076433121,147,0,0,41.61,Alto
2025,53,5300108,2,53026506,60043412.0,DF,Brasília,725.0395531,0,1,Não Alfabetizado,Presente,Estadual,23797,23797,747.64,65.13,34.87,22111.0,743.31,59.43,40.57,4.33,5.7,-5.7,7.63,0.3230769230769231,55,0,0,21.04,Alto
2025,26,2600500,3,26038002,60013672.0,PE,Águas Belas,735.429472,0,1,Não Alfabetizado,Presente,Municipal,477,477,754.46,59.96,40.04,441.0,743.7,58.96,41.04,10.76,1.0,-1.0,8.16,0.3924731182795699,176,0,0,30.44,Alto
2025,24,2402006,3,24002451,60010307.0,RN,Caicó,729.2527203,0,1,Não Alfabetizado,Presente,Municipal,315,315,740.53,54.29,45.71,244.0,737.67,43.85,56.15,2.86,10.44,-10.44,29.1,0.4805194805194805,67,0,0,35.84,Alto
2025,35,3550308,3,35381256,60027923.0,SP,São Paulo,706.2586147,0,1,Não Alfabetizado,Presente,Municipal,45120,45120,737.27,53.28,46.72,41751.0,739.28,48.47,51.53,-2.01,4.81,-4.81,8.07,0.6857142857142857,165,0,0,54.13,Medio
2025,31,3101409,3,31164909,60020494.0,MG,Albertina,822.6274543,1,1,Alfabetizado,Presente,Municipal,43,43,769.23,79.07,20.93,41.0,779.09,92.68,7.32,-9.86,-13.61,13.61,4.88,0.7894736842105263,66,1,1,72.01,Baixo
2025,35,3529401,2,35297740,60027042.0,SP,Mauá,786.7619,1,1,Alfabetizado,Presente,Estadual,3627,3627,754.86,70.91,29.09,3746.0,768.7,73.95,26.05,-13.84,-3.04,3.04,-3.18,0.6063348416289592,211,1,0,52.88,Medio
2024,31,3120607,3,31133844,60018285.0,MG,Crucilândia,642.98,0,1,Não Alfabetizado,Presente,Municipal,52,52,780.72,90.38,9.62,,,,,,,,,0.7733333333333333,65,0,1,69.41,Medio
2024,41,4124400,3,41007357,60034016.0,PR,Santo Antônio do Sudoeste,817.31,1,1,Alfabetizado,Presente,Municipal,244,244,766.49,81.56,18.44,,,,,,,,,0.78125,86,1,1,69.55,Medio
2025,35,3550308,2,35440332,60027556.0,SP,São Paulo,819.55368,1,1,Alfabetizado,Presente,Estadual,50356,50356,744.04,60.81,39.19,52622.0,756.06,63.04,36.96,-12.02,-2.23,2.23,-4.31,0.5681818181818182,78,1,0,45.97,Medio
2025,35,3525904,3,35111312,60031711.0,SP,Jundiaí,731.19117,0,1,Não Alfabetizado,Presente,Municipal,3569,3569,762.22,76.07,23.93,3499.0,762.76,70.51,29.49,-0.54,5.56,-5.56,2.0,0.7857142857142857,130,0,1,72.72,Baixo
2025,23,2304400,3,23296811,60009827.0,CE,Fortaleza,769.8180179,1,1,Alfabetizado,Presente,Municipal,16746,16746,768.32,73.24,26.76,17571.0,773.09,74.78,25.22,-4.77,-1.54,1.54,-4.7,0.7037037037037037,152,1,1,62.63,Medio
2025,35,3551009,3,35208268,60030911.0,SP,São Vicente,783.80783,1,1,Alfabetizado,Presente,Municipal,2898,2898,724.04,43.86,56.14,2988.0,739.12,48.39,51.61,-15.08,-4.53,4.53,-3.01,0.7938144329896907,184,1,1,57.67,Medio
2024,24,2403251,3,24017765,60010312.0,RN,Parnamirim,725.29,0,1,Não Alfabetizado,Presente,Municipal,1330,1330,727.82,36.39,63.61,,,,,,,,,0.47191011235955055,79,0,0,26.01,Alto
2025,31,3141108,3,31109772,60020707.0,MG,Matozinhos,720.7307321,0,1,Não Alfabetizado,Presente,Municipal,272,272,760.39,73.9,26.1,274.0,743.4,57.66,42.34,16.99,16.24,-16.24,-0.73,0.6049382716049383,71,0,1,57.05,Medio
2025,35,3550308,2,35387168,60027576.0,SP,São Paulo,794.87434,1,1,Alfabetizado,Presente,Estadual,50356,50356,744.04,60.81,39.19,52622.0,756.06,63.04,36.96,-12.02,-2.23,2.23,-4.31,0.6418918918918919,138,1,0,49.8,Medio
2024,26,2614303,3,26061790,60011423.0,PE,Moreilândia,723.62,0,1,Não Alfabetizado,Presente,Municipal,104,104,743.9,56.73,43.27,,,,,,,,,0.6875,38,0,1,59.07,Medio
2024,13,1304005,3,13023599,60000971.0,AM,Silves,682.12,0,1,Não Alfabetizado,Presente,Municipal,166,166,730.1,40.36,59.64,,,,,,,,,0.22857142857142856,25,0,0,11.03,Alto
2025,35,3550308,3,35351965,60028433.0,SP,São Paulo,784.62178,1,1,Alfabetizado,Presente,Municipal,45120,45120,737.27,53.28,46.72,41751.0,739.28,48.47,51.53,-2.01,4.81,-4.81,8.07,0.6285714285714286,95,1,0,47.7,Medio
2024,13,1301852,3,13010249,60000787.0,AM,Iranduba,758.94,1,1,Alfabetizado,Presente,Municipal,761,761,721.43,34.43,65.57,,,,,,,,,0.704225352112676,61,1,1,57.26,Medio
2025,23,2313401,3,23088424,60007902.0,CE,Tianguá,816.2641688,1,1,Alfabetizado,Presente,Municipal,1130,1130,803.44,90.53,9.47,1093.0,792.01,86.0,14.0,11.43,4.53,-4.53,3.39,0.7894736842105263,66,1,1,87.03,Baixo
2024,13,1302603,2,13051893,60001527.0,AM,Manaus,704.47,0,1,Não Alfabetizado,Presente,Estadual,4459,4459,740.75,56.9,43.1,,,,,,,,,0.4713375796178344,147,0,0,33.59,Alto
2025,16,1600303,2,16014633,60004062.0,AP,Macapá,750.4947217,1,1,Alfabetizado,Presente,Estadual,2042,2042,729.6,45.35,54.65,2298.0,728.24,38.08,61.92,1.36,7.27,-7.27,-11.14,0.4166666666666667,98,1,0,28.68,Alto
2024,26,2607901,3,26040487,60012695.0,PE,Jaboatão dos Guararapes,763.1,1,1,Alfabetizado,Presente,Municipal,4684,4684,742.06,55.27,44.73,,,,,,,,,0.6761904761904762,95,1,0,52.51,Medio
2024,43,4314902,2,43063753,60038043.0,RS,Porto Alegre,774.4946182,1,1,Alfabetizado,Presente,Estadual,4904,4904,720.51,32.18,67.82,,,,,,,,,0.3125,54,1,0,17.4,Alto
2024,33,3304904,3,33081732,60024998.0,RJ,São Gonçalo,640.38,0,1,Não Alfabetizado,Presente,Municipal,4415,4415,727.76,43.78,56.22,,,,,,,,,0.2992125984251969,117,0,0,17.89,Alto
2025,35,3550308,3,35382623,60027950.0,SP,São Paulo,716.6007571,0,1,Não Alfabetizado,Presente,Municipal,45120,45120,737.27,53.28,46.72,41751.0,739.28,48.47,51.53,-2.01,4.81,-4.81,8.07,0.4280442804428044,261,0,0,28.48,Alto
2025,42,4204806,2,42063041,60036042.0,SC,Curitibanos,695.2877278,0,1,Não Alfabetizado,Presente,Estadual,163,163,769.87,79.75,20.25,181.0,752.85,61.88,38.12,17.02,17.87,-17.87,-9.94,0.4460431654676259,129,0,0,55.1,Medio
2024,31,3146107,3,31098670,60019454.0,MG,Ouro Preto,764.32,1,1,Alfabetizado,Presente,Municipal,374,374,757.92,71.66,28.34,,,,,,,,,0.65,110,1,0,55.83,Medio
2024,35,3547601,3,35160146,60030446.0,SP,Santa Rosa de Viterbo,734.1652314,0,1,Não Alfabetizado,Presente,Municipal,199,199,768.52,75.38,24.62,,,,,,,,,0.6259541984732825,121,0,0,48.52,Medio
2024,26,2611002,3,26068067,60012771.0,PE,Petrolândia,720.75,0,1,Não Alfabetizado,Presente,Municipal,412,412,751.86,66.26,33.74,,,,,,,,,0.6842105263157895,66,0,0,55.8,Medio
2024,25,2504900,3,25015340,60010945.0,PB,Cruz do Espírito Santo,700.86,0,1,Não Alfabetizado,Presente,Municipal,115,115,747.32,47.83,52.17,,,,,,,,,0.5846153846153846,55,0,0,44.17,Alto
2025,15,1506005,3,15028226,60001797.0,PA,Prainha,745.3835525,1,1,Alfabetizado,Presente,Municipal,562,562,731.82,43.24,56.76,452.0,731.41,44.47,55.53,0.41,-1.23,1.23,24.34,0.4473684210526316,28,1,0,28.04,Alto
2025,25,2514800,3,25120752,60011155.0,PB,São José dos Cordeiros,697.0016398,0,1,Não Alfabetizado,Presente,Municipal,20,20,762.65,70.0,30.0,21.0,777.65,95.24,4.76,-15.0,-25.24,25.24,-4.76,0.5370370370370371,44,0,0,50.91,Medio
2025,29,2918357,3,29012235,60015828.0,BA,João Dourado,734.0734064,0,1,Não Alfabetizado,Presente,Municipal,346,346,752.82,70.81,29.19,254.0,742.56,53.15,46.85,10.26,17.66,-17.66,36.22,0.36538461538461536,94,0,0,45.36,Medio
2025,41,4115309,3,41296376,60033992.0,PR,Mariópolis,821.4065939,1,1,Alfabetizado,Presente,Municipal,87,87,772.04,78.16,21.84,80.0,751.46,67.5,32.5,20.58,10.66,-10.66,8.75,0.7964601769911505,103,1,1,75.52,Baixo
2025,31,3133808,3,31047558,60019437.0,MG,Itaúna,782.319036,1,1,Alfabetizado,Presente,Municipal,597,597,780.34,89.28,10.72,541.0,776.05,88.17,11.83,4.29,1.11,-1.11,10.35,0.8396946564885496,121,1,1,83.46,Baixo
2025,15,1508357,3,15042397,60002890.0,PA,Vitória do Xingu,714.9982179,0,1,Não Alfabetizado,Presente,Municipal,288,288,773.22,80.21,19.79,263.0,749.53,69.58,30.42,23.69,10.63,-10.63,9.51,0.71484375,246,0,1,70.09,Baixo
2025,23,2305308,3,23084796,60009515.0,CE,Ibiapina,743.5591583,1,1,Alfabetizado,Presente,Municipal,329,329,794.31,90.58,9.42,313.0,817.41,97.44,2.56,-23.1,-6.86,6.86,5.11,0.84472049689441,151,1,1,87.48,Baixo
2025,32,3205200,3,32016098,60023612.0,ES,Vila Velha,795.1080569,1,1,Alfabetizado,Presente,Municipal,4331,4331,774.92,80.21,19.79,4241.0,757.06,68.38,31.62,17.86,11.83,-11.83,2.12,0.5804597701149425,164,1,1,57.12,Medio
